8062455.00000000	0.00438858	-0.00032172	0.01541626
8059455.00000000	0.00457306	-0.00035129	0.01623053
8056455.00000000	0.00477667	-0.00034079	0.01715686
8053455.00000000	0.00495514	-0.00038879	0.01815164
8050455.00000000	0.00513730	-0.00041418	0.01918680
8047455.00000000	0.00531088	-0.00044608	0.02026996
8044455.00000000	0.00551514	-0.00046469	0.02148932
8041455.00000000	0.00569894	-0.00050400	0.02275714
8038455.00000000	0.00594724	-0.00051471	0.02418097
8035455.00000000	0.00622830	-0.00051617	0.02578873
8032455.00000000	0.00648770	-0.00053122	0.02743985
8029455.00000000	0.00675668	-0.00056039	0.02927441
8026455.00000000	0.00705563	-0.00059302	0.03131509
8023455.00000000	0.00734293	-0.00065527	0.03352472
8020455.00000000	0.00768182	-0.00065558	0.03594437
8017455.00000000	0.00796957	-0.00075711	0.03852859
8014455.00000000	0.00831915	-0.00079462	0.04149161
8011455.00000000	0.00861246	-0.00090555	0.04468307
8008455.00000000	0.00894650	-0.00101306	0.04820993
8005455.00000000	0.00934125	-0.00110809	0.05219125
8002455.00000000	0.00975638	-0.00115320	0.05674133
7999455.00000000	0.01008746	-0.00136261	0.06163345
7996455.00000000	0.01053925	-0.00145755	0.06726740
7993455.00000000	0.01095007	-0.00159424	0.07357932
7990455.00000000	0.01126718	-0.00186002	0.08054337
7987455.00000000	0.01163577	-0.00207458	0.08875375
7984455.00000000	0.01195883	-0.00226251	0.09778033
7981455.00000000	0.01238254	-0.00233328	0.10814569
7978455.00000000	0.01263092	-0.00258142	0.11936038
7975455.00000000	0.01298804	-0.00265775	0.13228250
7972455.00000000	0.01337213	-0.00264218	0.14597955
7969455.00000000	0.01378412	-0.00244818	0.16016205
7966455.00000000	0.01449078	-0.00194223	0.17453650
7963455.00000000	0.01534399	-0.00124335	0.18818314
7960455.00000000	0.01655777	-0.00028000	0.20006821
7957455.00000000	0.01831143	0.00077490	0.20894214
7954455.00000000	0.02064786	0.00170773	0.21411023
7951455.00000000	0.02371741	0.00246564	0.21515128
7948455.00000000	0.02755325	0.00273117	0.21194247
7945455.00000000	0.03210898	0.00244122	0.20507553
7942455.00000000	0.03739227	0.00162515	0.19556909
7939455.00000000	0.04350629	0.00018021	0.18387244
7936455.00000000	0.05025079	-0.00168533	0.17103293
7933455.00000000	0.05758896	-0.00407828	0.15737515
7930455.00000000	0.06565985	-0.00673447	0.14328082
7927455.00000000	0.07458456	-0.00963626	0.12833228
7924455.00000000	0.08460358	-0.01267792	0.11183142
7921455.00000000	0.09558954	-0.01570956	0.09330179
7918455.00000000	0.10765643	-0.01828436	0.07242651
7915455.00000000	0.12046362	-0.02032947	0.04868527
7912455.00000000	0.13476270	-0.02142361	0.02082495
7909455.00000000	0.14961230	-0.02146771	-0.01068494
7906455.00000000	0.16471933	-0.02017737	-0.04528525
7903455.00000000	0.17930472	-0.01765961	-0.08196628
7900455.00000000	0.19266916	-0.01427200	-0.12077005
7897455.00000000	0.20411990	-0.01032870	-0.16155908
7894455.00000000	0.21255188	-0.00636505	-0.20147952
7891455.00000000	0.21788632	-0.00275977	-0.24081750
7888455.00000000	0.21984247	-0.00009125	-0.27831503
7885455.00000000	0.21841745	0.00123843	-0.31587445
7882455.00000000	0.21444720	0.00114005	-0.35039877
7879455.00000000	0.20875137	-0.00022189	-0.38322284
7876455.00000000	0.20167041	-0.00272345	-0.41479645
7873455.00000000	0.19344437	-0.00600507	-0.44612445
7870455.00000000	0.18457947	-0.00956342	-0.47656876
7867455.00000000	0.17525272	-0.01282404	-0.50515164
7864455.00000000	0.16461899	-0.01586996	-0.53305869
7861455.00000000	0.15250409	-0.01796442	-0.55948688
7858455.00000000	0.13811176	-0.01911734	-0.58397778
7855455.00000000	0.12118332	-0.01925958	-0.60519852
7852455.00000000	0.10120206	-0.01832550	-0.62302582
7849455.00000000	0.07693884	-0.01671765	-0.63774640
7846455.00000000	0.04866266	-0.01441565	-0.64867944
7843455.00000000	0.01674463	-0.01165155	-0.65571942
7840455.00000000	-0.01745084	-0.00850165	-0.65862878
7837455.00000000	-0.05536060	-0.00498480	-0.65722916
7834455.00000000	-0.09497162	-0.00143619	-0.65131659
7831455.00000000	-0.13507925	0.00219116	-0.64069699
7828455.00000000	-0.17479584	0.00570334	-0.62566376
7825455.00000000	-0.21404315	0.00928122	-0.60603052
7822455.00000000	-0.25319427	0.01256607	-0.58141653
7819455.00000000	-0.29068188	0.01570071	-0.55249509
7816455.00000000	-0.32662866	0.01824777	-0.51993546
7813455.00000000	-0.36110489	0.02028250	-0.48436023
7810455.00000000	-0.39582098	0.02155698	-0.44473090
7807455.00000000	-0.42967642	0.02213315	-0.40279340
7804455.00000000	-0.46252274	0.02175476	-0.35955933
7801455.00000000	-0.49476300	0.02072205	-0.31468121
7798455.00000000	-0.52575815	0.01899503	-0.26901556
7795455.00000000	-0.55593500	0.01691095	-0.22133932
7792455.00000000	-0.58273822	0.01475113	-0.17496909
7789455.00000000	-0.60680884	0.01279776	-0.12797855
7786455.00000000	-0.62734445	0.01131332	-0.08059726
7783455.00000000	-0.64463602	0.01024249	-0.03103967
7780455.00000000	-0.65742435	0.00975232	0.01820862
7777455.00000000	-0.66556052	0.00982849	0.06754858
7774455.00000000	-0.66916730	0.01051581	0.11820407
7771455.00000000	-0.66796942	0.01145709	0.16985867
7768455.00000000	-0.66162164	0.01284708	0.22233566
7765455.00000000	-0.65031085	0.01444763	0.27347131
7762455.00000000	-0.63402744	0.01600369	0.32463828
7759455.00000000	-0.61227023	0.01766693	0.37592337
7756455.00000000	-0.58535443	0.01905206	0.42597055
7753455.00000000	-0.55447021	0.01994067	0.47287979
7750455.00000000	-0.51995056	0.02028912	0.51661749
7747455.00000000	-0.48100555	0.02002597	0.55816840
7744455.00000000	-0.43867310	0.01916275	0.59641537
7741455.00000000	-0.39444119	0.01785449	0.63005270
7738455.00000000	-0.34910150	0.01621344	0.65913815
7735455.00000000	-0.30174786	0.01442682	0.68448087
7732455.00000000	-0.25196298	0.01247003	0.70637778
7729455.00000000	-0.20304337	0.01063110	0.72379236
7726455.00000000	-0.15334244	0.00894772	0.73769418
7723455.00000000	-0.10409186	0.00721069	0.74807037
7720455.00000000	-0.05245477	0.00557990	0.75559814
7717455.00000000	-0.00129373	0.00388812	0.75962091
7714455.00000000	0.05038983	0.00207361	0.76057355
7711455.00000000	0.10117346	0.00003009	0.75821439
7708455.00000000	0.15392914	-0.00233765	0.75222812
7705455.00000000	0.20750671	-0.00511209	0.74217511
7702455.00000000	0.25998190	-0.00822473	0.72820938
7699455.00000000	0.31136691	-0.01145847	0.70997830
7696455.00000000	0.36188892	-0.01494244	0.68709378
7693455.00000000	0.41270822	-0.01857996	0.65861160
7690455.00000000	0.46008197	-0.02193082	0.62621167
7687455.00000000	0.50490497	-0.02484924	0.58973325
7684455.00000000	0.54615457	-0.02727945	0.54985904
7681455.00000000	0.58521423	-0.02903558	0.50577060
7678455.00000000	0.62080707	-0.03022876	0.45858694
7675455.00000000	0.65112589	-0.03058844	0.41132666
