7900798.00000000	0.01183365	0.00269135	0.06382150
7899298.00000000	0.01178818	0.00278021	0.06477798
7897798.00000000	0.01183197	0.00283197	0.06618030
7896298.00000000	0.01203943	0.00301968	0.06826740
7894798.00000000	0.01207553	0.00307181	0.07035156
7893298.00000000	0.01226941	0.00330392	0.07279071
7891798.00000000	0.01233392	0.00339529	0.07529318
7890298.00000000	0.01246710	0.00355316	0.07804816
7888798.00000000	0.01265207	0.00377533	0.08098883
7887298.00000000	0.01284253	0.00401065	0.08413681
7885798.00000000	0.01297626	0.00421011	0.08736273
7884298.00000000	0.01313351	0.00446454	0.09077866
7882798.00000000	0.01330457	0.00468823	0.09426987
7881298.00000000	0.01354999	0.00496744	0.09796222
7879798.00000000	0.01369675	0.00518677	0.10164014
7878298.00000000	0.01397479	0.00552545	0.10568796
7876798.00000000	0.01421567	0.00586417	0.10972177
7875298.00000000	0.01442191	0.00612817	0.11394604
7873798.00000000	0.01460867	0.00629590	0.11822601
7872298.00000000	0.01494827	0.00665237	0.12271030
7870798.00000000	0.01527292	0.00694806	0.12723349
7869298.00000000	0.01558414	0.00720123	0.13167905
7867798.00000000	0.01600714	0.00746371	0.13614133
7866298.00000000	0.01636777	0.00762686	0.14039246
7864798.00000000	0.01687509	0.00781314	0.14467123
7863298.00000000	0.01740158	0.00789551	0.14870483
7861798.00000000	0.01804349	0.00794595	0.15259308
7860298.00000000	0.01881546	0.00795795	0.15625482
7858798.00000000	0.01973065	0.00791916	0.15965320
7857298.00000000	0.02068695	0.00775717	0.16253101
7855798.00000000	0.02176831	0.00753967	0.16490567
7854298.00000000	0.02293176	0.00721875	0.16681989
7852798.00000000	0.02426312	0.00678577	0.16816043
7851298.00000000	0.02572253	0.00642505	0.16904474
7849798.00000000	0.02720764	0.00593759	0.16929614
7848298.00000000	0.02897253	0.00540533	0.16898074
7846798.00000000	0.03083316	0.00492288	0.16806998
7845298.00000000	0.03281564	0.00436969	0.16660239
7843798.00000000	0.03489246	0.00386093	0.16460678
7842298.00000000	0.03725223	0.00333182	0.16191675
7840798.00000000	0.03993555	0.00286566	0.15880450
7839298.00000000	0.04289221	0.00246854	0.15522269
7837798.00000000	0.04594012	0.00202325	0.15116342
